지점,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),증기압(hPa),이슬점온도(°C),현지기압(hPa),해면기압(hPa),일조(hr),일사(MJ/m2),적설(cm),3시간신적설(cm),전운량(10분위),중하층운량(10분위),운형(운형약어),최저운고(100m ),시정(10m),지면상태(지면상태코드),현상번호(국내식),지면온도(°C),5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C)
146,2020-01-01 00:00,-5.5,,.6,50,49,2,-14.5,1027.3,1035.3,,,,,0,0,,,2000,,,-7.1,,,,
146,2020-01-01 01:00,-5.6,,1.1,110,58,2.3,-12.5,1026.4,1034.4,,,,,0,0,,,1969,,,-7.3,,,,
146,2020-01-01 02:00,-6.1,,1.8,140,62,2.4,-12.2,1026.1,1034.2,,,,,0,0,,,1996,,,-7.6,,,,
146,2020-01-01 03:00,-5,,1.1,180,62,2.6,-11.1,1026,1034,,,,,9,9,Sc,11,1985,,,-5.2,,,,
146,2020-01-01 04:00,-4.6,,1.4,140,62,2.7,-10.7,1025.4,1033.4,,,,,9,9,Sc,11,2000,,,-3,,,,
146,2020-01-01 05:00,-3.8,,.7,140,60,2.8,-10.4,1025.3,1033.3,,,,,9,9,Sc,10,2000,,,-2.6,,,,
146,2020-01-01 06:00,-3.5,,.8,140,59,2.8,-10.3,1025.2,1033.2,,,,,9,9,Sc,10,2000,,,-2.4,,,,
146,2020-01-01 07:00,-3.2,,.2,0,59,2.9,-10,1025.6,1033.6,,,,,9,9,Sc,12,2000,,,-2.6,,,,
146,2020-01-01 08:00,-2.7,,.4,0,59,3,-9.6,1025.5,1033.5,0,.01,,,9,9,Sc,12,2000,,,-1.9,,,,
146,2020-01-01 09:00,-1.8,,.6,110,60,3.2,-8.5,1025.9,1033.8,0,.19,,,9,9,Sc,11,2000,,,.1,,,,
146,2020-01-01 10:00,-.8,,.9,140,59,3.4,-7.8,1026.2,1034.1,0,.4,,,8,8,Sc,11,2000,,,1.1,,,,
146,2020-01-01 11:00,1,,0,0,58,3.8,-6.3,1026,1033.8,0,.62,,,9,9,Sc,11,2000,,,2.3,,,,
146,2020-01-01 12:00,2.2,,.3,0,57,4.1,-5.4,1025,1032.8,.1,1.13,,,8,8,Sc,12,2000,,,5.3,,,,
146,2020-01-01 13:00,2.7,,.7,340,58,4.3,-4.7,1024.6,1032.4,0,1.03,,,9,9,Sc,11,2000,,,7.5,,,,
146,2020-01-01 14:00,2.6,,1.4,290,56,4.1,-5.3,1023.8,1031.6,.5,1.28,,,7,7,Sc,12,2000,,,7.6,,,,
146,2020-01-01 15:00,3.8,,2.1,290,52,4.2,-5.1,1024,1031.7,.5,.95,,,7,7,Sc,12,2000,,,7,,,,
146,2020-01-01 16:00,3.5,,1.8,320,52,4.1,-5.4,1024.4,1032.2,1,1,,,5,5,Sc,11,2000,,,5.7,,,,
146,2020-01-01 17:00,2.8,,2.3,270,55,4.1,-5.3,1024.7,1032.5,.6,.37,,,4,4,Sc,11,2000,,,2.5,,,,
146,2020-01-01 18:00,2.2,,.4,0,58,4.2,-5.2,1024.4,1032.2,0,.02,,,3,3,Sc,12,1709,,,.5,,,,
146,2020-01-01 19:00,2.4,,.3,0,58,4.2,-5,1024.4,1032.2,,,,,0,0,,,1796,,,.4,,,,
146,2020-01-01 20:00,0,,1.7,110,69,4.2,-5,1023.9,1031.8,,,,,0,0,,,1406,,,-.2,,,,
146,2020-01-01 21:00,-.5,,1.7,140,72,4.2,-4.9,1023.9,1031.8,,,,,0,0,,,1311,,,-.8,,,,
146,2020-01-01 22:00,-.9,,1.7,140,75,4.3,-4.7,1024.2,1032.1,,,,,0,0,,,1160,,,-1.7,,,,
146,2020-01-01 23:00,-1.5,,1.7,140,76,4.2,-5.1,1024.3,1032.2,,,,,0,0,,,1191,,,-2.2,,,,
146,2020-01-02 00:00,-1.6,,2.1,140,78,4.2,-4.9,1023.8,1031.7,,,,,0,0,,,1164,,,-2.6,,,,
146,2020-01-02 01:00,-2.1,,2.1,140,79,4.2,-5.2,1023.1,1031,,,,,6,1,,,1087,,,-3.1,,,,
146,2020-01-02 02:00,-2,,1.9,140,79,4.2,-5.1,1022.9,1030.8,,,,,0,0,,,1127,,,-3.3,,,,
146,2020-01-02 03:00,-1.8,,1.8,140,78,4.2,-5.1,1022.8,1030.7,,,,,8,8,Sc,10,1114,,,-2.2,,,,
146,2020-01-02 04:00,-1.7,,1.6,140,77,4.2,-5.2,1022.8,1030.7,,,,,8,8,Sc,11,1146,,,-2.1,,,,
146,2020-01-02 05:00,-1.9,,1.3,110,79,4.2,-5,1022.5,1030.4,,,,,4,4,Sc,10,1067,,,-3.8,,,,
146,2020-01-02 06:00,-2.3,,1.4,140,80,4.2,-5.2,1022.7,1030.6,,,,,3,3,Sc,10,1003,,,-4.3,,,,
146,2020-01-02 07:00,-2.6,,1.3,140,83,4.2,-5,1023.3,1031.2,,,,,0,0,,,926,,19,-4.7,,,,
146,2020-01-02 08:00,-2.8,,1.3,140,83,4.2,-5.2,1023.6,1031.5,0,.01,,,0,0,,,919,,19,-4.5,,,,
146,2020-01-02 09:00,-1,,1.6,140,76,4.3,-4.7,1023.8,1031.7,.3,.3,,,5,5,Sc,12,1115,,19,-.6,,,,
146,2020-01-02 10:00,1.3,,.9,140,67,4.5,-4.2,1023.7,1031.5,1,.78,,,5,5,Sc,12,1292,,,1.1,,,,
146,2020-01-02 11:00,4,,.6,200,60,4.9,-3,1023.8,1031.5,.5,1.06,,,8,8,Sc,11,1318,,,3,,,,
146,2020-01-02 12:00,5,,.7,340,56,4.9,-3,1022.8,1030.5,0,.94,,,9,9,Sc,12,1129,,,7,,,,
146,2020-01-02 13:00,5.3,,.9,360,53,4.7,-3.5,1021.7,1029.4,0,1.14,,,9,9,Sc,11,1114,,,9.7,,,,
146,2020-01-02 14:00,5.7,,2.1,340,53,4.9,-3.1,1021.6,1029.3,.1,1.16,,,8,8,Sc,11,1033,,,9.3,,,,
146,2020-01-02 15:00,5.8,,1.5,320,56,5.2,-2.3,1021.9,1029.6,0,.67,,,8,8,Sc,10,947,,40,7.8,,,,
146,2020-01-02 16:00,6,,1.6,250,54,5,-2.6,1021.9,1029.6,.6,.72,,,7,7,Sc,10,889,,40,7,,,,
146,2020-01-02 17:00,4.7,,1.2,320,60,5.1,-2.4,1021.6,1029.3,.2,.28,,,9,9,Sc,10,797,,40,3.3,,,,
146,2020-01-02 18:00,4.1,,.9,50,64,5.2,-2.1,1021.3,1029,0,.02,,,9,9,Sc,11,720,,40,.7,,,,
146,2020-01-02 19:00,4,,.9,250,65,5.3,-1.9,1021.4,1029.1,,,,,0,0,,,665,,40,.7,,,,
146,2020-01-02 20:00,2.2,,1.7,140,73,5.2,-2.1,1021.7,1029.5,,,,,0,0,,,537,,40,.6,,,,
146,2020-01-02 21:00,1,,1.3,110,78,5.1,-2.4,1022,1029.8,,,,,0,0,,,456,,40,.2,,,,
146,2020-01-02 22:00,.3,,1.8,110,82,5.1,-2.4,1022.4,1030.2,,,,,0,0,,,418,,4019,-.4,,,,
146,2020-01-02 23:00,.5,,1.3,140,80,5.1,-2.5,1022.1,1029.9,,,,,0,0,,,430,,19,.2,,,,
146,2020-01-03 00:00,.3,,1.9,140,81,5.1,-2.5,1021.2,1029,,,,,3,3,,,418,,19,0,,,,
146,2020-01-03 01:00,.2,,1.3,110,83,5.2,-2.3,1020.7,1028.5,,,,,10,9,,11,399,,19,0,,,,
146,2020-01-03 02:00,.4,,.3,0,81,5.1,-2.4,1020.8,1028.6,,,,,8,8,,10,420,,19,-.5,,,,
146,2020-01-03 03:00,.1,,1,110,84,5.2,-2.2,1020.8,1028.6,,,,,0,0,,,369,,19,-1.3,,,,
146,2020-01-03 04:00,.2,,1.1,140,83,5.2,-2.3,1020.6,1028.4,,,,,8,8,Sc,10,397,,19,-.2,,,,
146,2020-01-03 05:00,.2,,.9,140,84,5.2,-2.1,1020,1027.8,,,,,6,6,Sc,10,393,,19,.2,,,,
146,2020-01-03 06:00,0,,.6,160,85,5.2,-2.2,1020,1027.8,,,,,5,5,Sc,10,386,,19,-.7,,,,
146,2020-01-03 07:00,0,,.4,0,84,5.2,-2.3,1020.3,1028.1,,,,,5,5,Sc,10,385,,19,-1,,,,
146,2020-01-03 08:00,.2,,.6,140,85,5.3,-2,1020.3,1028.1,0,0,,,8,8,Sc,10,372,,19,0,,,,
146,2020-01-03 09:00,1.1,,.3,0,83,5.5,-1.4,1020.9,1028.7,0,.16,,,7,7,Sc,10,411,,19,.3,,,,
146,2020-01-03 10:00,2.8,,.3,0,76,5.7,-1,1021.5,1029.3,0,.47,,,8,8,Sc,10,488,,19,2.3,,,,
146,2020-01-03 11:00,4.8,,.2,0,62,5.4,-1.8,1021,1028.7,0,.69,,,8,8,Sc,10,832,,4019,7,,,,
146,2020-01-03 12:00,5.8,,1.2,20,55,5.1,-2.5,1020.2,1027.9,.5,1.26,,,4,4,Sc,10,1129,,40,10.2,,,,
146,2020-01-03 13:00,6.3,,2.7,320,56,5.4,-1.8,1019.2,1026.8,1,1.71,,,4,4,Sc,10,886,,40,11,,,,
146,2020-01-03 14:00,6.8,,2.4,290,55,5.4,-1.6,1018.5,1026.1,.9,1.56,,,5,5,Sc,10,881,,40,11.3,,,,
146,2020-01-03 15:00,6.8,,2.2,320,55,5.4,-1.6,1018.1,1025.7,1,1.34,,,3,3,Sc,10,761,,40,10.2,,,,
146,2020-01-03 16:00,6.4,,1.9,320,57,5.5,-1.5,1018.4,1026,.9,.81,,,3,3,Sc,10,748,,40,7.6,,,,
146,2020-01-03 17:00,5.8,,2.1,250,62,5.7,-.9,1018.4,1026,.6,.32,,,2,2,Sc,10,675,,40,4.3,,,,
146,2020-01-03 18:00,4.4,,2.5,270,70,5.8,-.6,1019.2,1026.9,0,.03,,,2,2,Sc,10,573,,40,2.3,,,,
146,2020-01-03 19:00,4,,1.8,270,71,5.8,-.7,1019.5,1027.2,,,,,9,9,,9,595,,40,1.4,,,,
146,2020-01-03 20:00,3.5,,.1,0,73,5.8,-.8,1019.6,1027.3,,,,,0,0,,,549,,40,.7,,,,
146,2020-01-03 21:00,2.8,,1.2,230,76,5.7,-1,1019.2,1026.9,,,,,0,0,,,463,,4019,.6,,,,
146,2020-01-03 22:00,1.7,,.7,200,81,5.6,-1.2,1019.5,1027.3,,,,,0,0,,,391,,19,0,,,,
146,2020-01-03 23:00,.2,,1.7,110,86,5.4,-1.8,1019.1,1026.9,,,,,0,0,,,293,,19,-.8,,,,
146,2020-01-04 00:00,-.5,,1.3,140,87,5.1,-2.4,1018.8,1026.6,,,,,0,0,,,272,,19,-1.5,,,,
146,2020-01-04 01:00,-.8,,1.7,110,89,5.2,-2.3,1018.2,1026,,,,,0,0,,,233,,19,-1.8,,,,
146,2020-01-04 02:00,-1.1,,1.4,110,90,5.1,-2.5,1018.4,1026.2,,,,,0,0,,,239,,19,-2.3,,,,
146,2020-01-04 03:00,-1.5,,1,140,90,4.9,-2.9,1018.8,1026.7,,,,,0,0,,,224,,19,-3,,,,
146,2020-01-04 04:00,-1.9,,1.3,110,90,4.8,-3.3,1018.5,1026.4,,,,,0,0,,,218,,19,-3.1,,,,
146,2020-01-04 05:00,-2.2,,2.1,140,90,4.7,-3.6,1018.2,1026.1,,,,,8,0,Ci,,211,,19,-3.1,,,,
146,2020-01-04 06:00,-2.2,,2.3,140,90,4.7,-3.6,1017.9,1025.8,,,,,5,0,Ci,,223,,19,-3.2,,,,
146,2020-01-04 07:00,-2.1,,1.3,110,89,4.7,-3.6,1018.2,1026.1,,,,,9,2,ScCi,10,241,,19,-2.2,,,,
146,2020-01-04 08:00,-1.7,,1,140,86,4.6,-3.7,1018.2,1026.1,0,.01,,,8,3,ScCi,10,317,,19,-2.1,,,,
146,2020-01-04 09:00,-.4,,.2,0,81,4.8,-3.2,1018.9,1026.7,0,.15,,,8,8,Sc,10,390,,19,.3,,,,
146,2020-01-04 10:00,1.1,,.6,140,77,5.1,-2.4,1019.2,1027,0,.46,,,8,4,ScCi,10,489,,19,1,,,,
146,2020-01-04 11:00,4.4,,.5,200,63,5.3,-2,1018.8,1026.5,.9,1.17,,,4,0,Ci,,732,,4019,3.5,,,,
146,2020-01-04 12:00,5.5,,.8,360,59,5.4,-1.8,1018.7,1026.4,.6,1.3,,,8,8,Sc,12,1411,,40,7.8,,,,
146,2020-01-04 13:00,6.2,,.2,0,58,5.5,-1.4,1018,1025.6,0,.67,,,6,6,Sc,10,1487,,,8.7,,,,
146,2020-01-04 14:00,7.2,,1.5,270,56,5.7,-1,1017.6,1025.2,.8,1.47,,,7,7,Sc,10,1256,,,11.5,,,,
146,2020-01-04 15:00,7.1,,1.6,320,60,6.1,-.1,1018,1025.6,.4,.84,,,4,4,Sc,10,836,,40,9,,,,
146,2020-01-04 16:00,6.9,,1.7,340,60,6,-.3,1017.9,1025.5,1,.91,,,3,3,Sc,10,816,,40,8.1,,,,
146,2020-01-04 17:00,6.2,,1.3,290,63,6,-.3,1018.1,1025.7,.8,.39,,,2,0,Ci,,756,,40,4.4,,,,
146,2020-01-04 18:00,5.5,,.6,290,68,6.1,0,1018.4,1026.1,0,.02,,,0,0,,,578,,40,1.5,,,,
146,2020-01-04 19:00,5.1,,1.7,290,71,6.2,.2,1018.9,1026.6,,,,,0,0,,,491,,40,1.1,,,,
146,2020-01-04 20:00,3.6,,.4,0,76,6,-.2,1019.3,1027,,,,,0,0,,,456,,4019,.9,,,,
146,2020-01-04 21:00,2.1,,1.2,110,81,5.8,-.8,1019.9,1027.7,,,,,0,0,,,410,,19,.6,,,,
146,2020-01-04 22:00,1.2,,1,140,85,5.7,-1,1020.5,1028.3,,,,,0,0,,,329,,19,.1,,,,
146,2020-01-04 23:00,.9,,.5,140,86,5.6,-1.1,1020.6,1028.4,,,,,0,0,,,298,,19,-1,,,,
146,2020-01-05 00:00,-.2,,1.6,110,89,5.4,-1.7,1020.8,1028.6,,,,,0,0,,,240,,19,-1.6,,,,
146,2020-01-05 01:00,-.7,,1.8,140,90,5.2,-2.1,1020.6,1028.5,,,,,8,0,,,217,,19,-2,,,,
146,2020-01-05 02:00,-.9,,1.2,160,91,5.2,-2.1,1021.2,1029.1,,,,,0,0,,,209,,19,-2.8,,,,
146,2020-01-05 03:00,-1.2,,.6,140,91,5.1,-2.4,1021.8,1029.7,,,,,0,0,,,210,,19,-3.3,,,,
146,2020-01-05 04:00,-1.3,,.7,110,90,5,-2.7,1022,1029.9,,,,,0,0,,,229,,19,-3.8,,,,
146,2020-01-05 05:00,-2.2,,1.4,110,90,4.7,-3.6,1022.2,1030.1,,,,,0,0,,,233,,19,-4,,,,
146,2020-01-05 06:00,-2.8,,1.4,140,90,4.5,-4.2,1022.5,1030.4,,,,,0,0,,,251,,19,-4.5,,,,
146,2020-01-05 07:00,-3,,1.7,140,89,4.4,-4.5,1023.1,1031,,,,,0,0,,,300,,19,-4.9,,,,
146,2020-01-05 08:00,-2.8,,1.8,140,86,4.3,-4.8,1023.4,1031.3,0,.01,,,0,0,,,398,,19,-4.6,,,,
146,2020-01-05 09:00,-.8,,1.1,110,77,4.4,-4.3,1023.9,1031.8,.8,.62,,,0,0,,,573,,19,-1.1,,,,
146,2020-01-05 10:00,2.1,,0,0,62,4.4,-4.4,1024.4,1032.2,1,1.57,,,0,0,,,697,,4019,.3,,,,
146,2020-01-05 11:00,4.8,,.2,0,52,4.5,-4.2,1024.1,1031.8,1,1.62,,,0,0,,,969,,40,1,,,,
146,2020-01-05 12:00,5.8,,1.1,340,44,4.1,-5.5,1022.9,1030.6,1,1.91,,,0,0,,,1862,,40,9,,,,
146,2020-01-05 13:00,7.4,,2,340,36,3.7,-6.7,1022.2,1029.8,1,2.08,,,0,0,,,2000,,,11.4,,,,
146,2020-01-05 14:00,7.9,,1.5,320,37,3.9,-5.9,1021.8,1029.4,1,1.83,,,4,0,Ci,,1907,,,11.1,,,,
146,2020-01-05 15:00,8.1,,.9,320,35,3.8,-6.4,1021.6,1029.2,.9,1.38,,,7,0,Ci,,2000,,,10.2,,,,
146,2020-01-05 16:00,7.3,,1.5,320,38,3.9,-6.1,1021.9,1029.5,.6,.73,,,5,0,Ci,,2000,,,6.6,,,,
146,2020-01-05 17:00,6.7,,1,320,41,4,-5.6,1022.2,1029.8,.1,.26,,,7,0,Cs,,1990,,,4.7,,,,
146,2020-01-05 18:00,6.2,,1.1,270,41,3.9,-6.1,1022.6,1030.3,0,.03,,,7,0,Cs,,1172,,,2.6,,,,
146,2020-01-05 19:00,6.1,,.2,0,43,4.1,-5.5,1022.7,1030.4,,,,,10,9,,61,1752,,,2.1,,,,
146,2020-01-05 20:00,4.1,,1.3,140,53,4.3,-4.6,1022.5,1030.2,,,,,10,10,,56,1567,,,.6,,,,
146,2020-01-05 21:00,3.2,,1.3,110,58,4.5,-4.2,1022.1,1029.8,,,,,6,3,AcCi,40,1338,,,1,,,,
146,2020-01-05 22:00,2.4,,1.5,140,60,4.4,-4.5,1022.1,1029.9,,,,,7,6,,53,1361,,,.7,,,,
146,2020-01-05 23:00,1.9,,1.6,140,62,4.3,-4.6,1022.1,1029.9,,,,,9,3,,51,1383,,,.6,,,,
146,2020-01-06 00:00,1.4,,1.7,110,63,4.3,-4.8,1021.4,1029.2,,,,,5,3,ScCi,10,1437,,,.5,,,,
146,2020-01-06 01:00,1.8,,.1,0,59,4.1,-5.3,1021.5,1029.3,,,,,9,4,,36,1594,,,.9,,,,
146,2020-01-06 02:00,2.4,,.1,0,60,4.4,-4.5,1021,1028.8,,,,,10,10,,32,1559,,,1.3,,,,
146,2020-01-06 03:00,2.7,,1,110,58,4.3,-4.7,1021.2,1029,,,,,10,10,As,28,1509,,,1.6,,,,
146,2020-01-06 04:00,3.8,,1.4,140,49,3.9,-5.9,1021.4,1029.1,,,,,10,10,As,28,1154,,,1.8,,,,
146,2020-01-06 05:00,4.5,,1.1,110,48,4.1,-5.5,1021.2,1028.9,,,,,10,6,StNs,8,1804,,01,2.4,,,,
146,2020-01-06 06:00,2.6,1,1.3,50,79,5.8,-.6,1020.5,1028.3,,,,,10,7,StNs,8,851,,1901,2.5,,,,
146,2020-01-06 07:00,3.2,,1.4,50,89,6.8,1.5,1021,1028.7,,,,,10,7,StNs,8,1158,,1901,2.9,,,,
146,2020-01-06 08:00,3.4,,1.3,90,90,7,1.9,1020.3,1028,0,0,,,10,7,StNs,8,725,,01,3.2,,,,
146,2020-01-06 09:00,4,.5,1.3,140,91,7.4,2.6,1020.2,1027.9,0,.04,,,10,7,StNs,8,589,,01,3.8,,,,
146,2020-01-06 10:00,4.9,,.8,110,90,7.7,3.3,1019.8,1027.5,0,.13,,,10,7,StNs,8,1142,,01,5.1,,,,
146,2020-01-06 11:00,5.5,,.9,110,89,8,3.8,1018.9,1026.6,0,.22,,,10,7,StNs,8,1632,,01,5.9,,,,
146,2020-01-06 12:00,6,1.2,.7,180,87,8.1,3.9,1018.5,1026.1,0,.19,,,10,7,StNs,8,854,,01,6,,,,
146,2020-01-06 13:00,6.1,,.2,0,91,8.5,4.7,1017.1,1024.7,0,.25,,,10,8,StNs,8,713,,01,7.3,,,,
146,2020-01-06 14:00,6.4,,.2,0,92,8.8,5.1,1016.3,1023.9,0,.21,,,10,8,StNs,8,770,,01,6.9,,,,
146,2020-01-06 15:00,6.9,.7,1.8,110,91,9,5.5,1015.1,1022.7,0,.16,,,10,8,StNs,8,1087,,01,7.1,,,,
146,2020-01-06 16:00,7.7,,3.3,140,83,8.7,4.9,1014.6,1022.2,0,.07,,,10,7,StNs,8,2000,,01,6.5,,,,
146,2020-01-06 17:00,7.9,,2.9,110,83,8.8,5.1,1014,1021.5,0,.02,,,10,7,StNs,8,1957,,01,6.4,,,,
146,2020-01-06 18:00,7.4,1.8,2.6,110,91,9.3,6,1013.6,1021.2,0,0,,,10,8,StNs,8,284,,01,6.5,,,,
146,2020-01-06 19:00,8,,2.7,90,89,9.5,6.2,1013.5,1021,,,,,10,7,ScAs,10,1877,,01,6.6,,,,
146,2020-01-06 20:00,8.3,,2.3,110,90,9.8,6.7,1013.3,1020.8,,,,,10,7,StNs,8,1127,,01,6.8,,,,
146,2020-01-06 21:00,8.4,1.6,2.2,110,92,10.1,7.1,1012.6,1020.1,,,,,10,8,StNs,9,476,,1901,7.1,,,,
146,2020-01-06 22:00,8.6,,2.2,110,94,10.4,7.6,1012.3,1019.8,,,,,10,8,StNs,9,477,,1901,7.4,,,,
146,2020-01-06 23:00,8.9,,2.2,110,93,10.6,7.8,1011.7,1019.2,,,,,10,8,StNs,9,827,,1901,7.5,,,,
146,2020-01-07 00:00,9.1,5.4,2.1,140,94,10.8,8.1,1010.7,1018.2,,,,,10,8,StNs,9,613,,1901,7.7,,,,
146,2020-01-07 01:00,9.1,,1.8,110,95,10.9,8.3,1010.3,1017.8,,,,,10,8,StNs,9,195,,1901,8.1,,,,
146,2020-01-07 02:00,9.2,,2.2,140,96,11.1,8.5,1009.3,1016.8,,,,,10,8,StNs,9,573,,1901,8.1,,,,
146,2020-01-07 03:00,9.7,7.3,2,140,95,11.4,8.9,1008.6,1016,,,,,10,8,StNs,9,502,,1901,8.1,,,,
146,2020-01-07 04:00,9.9,,2,140,96,11.6,9.2,1007.9,1015.4,,,,,10,8,StNs,8,309,,1901,8.3,,,,
146,2020-01-07 05:00,10,,1.8,140,97,11.9,9.5,1007.6,1015.1,,,,,10,8,StNs,9,205,,1901,8.8,,,,
146,2020-01-07 06:00,9.9,12.5,2,140,97,11.8,9.4,1007.5,1015,,,,,10,8,StNs,6,69,,191601,8.9,,,,
146,2020-01-07 07:00,10.1,,1.3,140,97,11.9,9.6,1007.4,1014.8,,,,,10,7,StNs,8,105,,191601,8.9,,,,
146,2020-01-07 08:00,10.5,,.9,110,96,12.1,9.8,1007.6,1015,0,0,,,10,8,StNs,8,156,,1901,9.1,,,,
146,2020-01-07 09:00,10.7,8.7,1.2,110,97,12.4,10.2,1007.4,1014.8,0,.02,,,10,5,StNs,5,120,,1901,9.3,,,,
146,2020-01-07 10:00,11.1,,1.4,140,97,12.8,10.6,1007.1,1014.5,0,.06,,,10,9,StNs,6,282,,1901,9.7,,,,
146,2020-01-07 11:00,11.9,,.3,0,96,13.3,11.2,1006.2,1013.6,0,.13,,,10,7,StNs,7,374,,1901,10.3,,,,
146,2020-01-07 12:00,12.5,1,1.3,140,96,13.8,11.8,1005,1012.3,0,.08,,,10,8,StNs,8,694,,1901,10.6,,,,
146,2020-01-07 13:00,13.3,,.8,140,96,14.6,12.6,1003.6,1010.9,0,.09,,,10,6,StNs,7,452,,1901,11.3,,,,
146,2020-01-07 14:00,13.5,,1.2,110,96,14.8,12.8,1002.2,1009.5,0,.1,,,10,8,StNs,8,242,,1901,11.8,,,,
146,2020-01-07 15:00,13.6,7.7,1.2,140,96,14.9,12.9,1001.1,1008.4,0,.08,,,10,7,StNs,8,313,,1901,11.8,,,,
146,2020-01-07 16:00,16.1,,1.9,180,92,16.7,14.7,1000.6,1007.8,0,.08,,,10,8,StNs,8,490,,1901,12.6,,,,
146,2020-01-07 17:00,16.1,,2.6,140,89,16.2,14.2,999.1,1006.3,0,.05,,,10,8,ScAs,8,2000,,1901,12.5,,,,
146,2020-01-07 18:00,16.1,.8,2.5,160,90,16.4,14.4,998,1005.2,0,.01,,,10,6,StNs,8,1281,,01,12.7,,,,
146,2020-01-07 19:00,15.7,,2.3,160,94,16.7,14.7,996.2,1003.4,,,,,10,9,StNs,6,577,,1901,13.1,,,,
146,2020-01-07 20:00,15.8,,1.9,200,96,17.2,15.1,995.8,1003,,,,,10,9,StNs,6,188,,1901,13.7,,,,
146,2020-01-07 21:00,15.5,10.1,5.2,200,83,14.6,12.6,995.8,1003,,,,,10,8,StNs,6,1548,,1901,12.9,,,,
146,2020-01-07 22:00,14.7,,4,230,83,13.8,11.8,995.7,1002.9,,,,,10,8,StNs,6,1915,,01,12.3,,,,
146,2020-01-07 23:00,12.2,,5.9,230,91,12.9,10.7,995.2,1002.5,,,,,10,8,StNs,6,432,,01,11.8,,,,
146,2020-01-08 00:00,11.2,2.1,8.3,230,89,11.8,9.4,995.9,1003.2,,,,,10,8,StNs,6,1010,,01,10.7,,,,
146,2020-01-08 01:00,8.5,,7.2,250,88,9.7,6.6,998,1005.4,,,,,10,8,StNs,7,1287,,01,9,,,,
146,2020-01-08 02:00,7.7,,6.8,250,92,9.6,6.4,998.3,1005.7,,,,,10,8,StNs,5,311,,01,8.3,,,,
146,2020-01-08 03:00,6.4,2.1,5.7,270,92,8.8,5.1,1000.3,1007.8,,,,,10,8,StNs,5,380,,01,7.5,,,,
146,2020-01-08 04:00,5.4,,5.4,270,92,8.2,4.1,1001.5,1009,,,,,10,8,StNs,5,257,,01,6.7,,,,
146,2020-01-08 05:00,5.1,,5,250,92,8.1,3.9,1002.6,1010.2,,,,,10,8,StNs,5,404,,1901,6.3,,,,
146,2020-01-08 06:00,5.4,2.1,5.7,250,87,7.8,3.4,1003.3,1010.8,,,,,10,8,StNs,6,1107,,1901,6.2,,,,
146,2020-01-08 07:00,5.3,,7.2,270,87,7.7,3.3,1004.5,1012.1,,,,,10,8,StNs,6,448,,1901,5.8,,,,
146,2020-01-08 08:00,5.1,,5.6,270,82,7.2,2.2,1005.8,1013.4,0,.01,,,10,9,ScAs,6,475,,1901,5.5,,,,
146,2020-01-08 09:00,4.6,.7,6.7,270,85,7.2,2.2,1007.3,1014.9,0,.01,,,10,10,StNs,6,311,,1901,5.2,,,,
146,2020-01-08 10:00,4.6,,5.7,270,85,7.2,2.2,1008.6,1016.2,0,.03,,,10,9,StNs,6,364,,1901,5.3,,,,
146,2020-01-08 11:00,4.6,,5,270,84,7.1,2.1,1009.6,1017.2,0,.05,,,10,9,StNs,6,357,,1901,5.3,,,,
146,2020-01-08 12:00,4.1,0,5.2,270,91,7.4,2.7,1009.9,1017.5,0,.09,,,10,8,StNs,6,270,,1901,5.5,,,,
146,2020-01-08 13:00,4,,3.6,270,93,7.5,2.9,1010.2,1017.8,0,.14,,,10,9,StNs,6,225,,1901,5.6,,,,
146,2020-01-08 14:00,4,,4.2,270,93,7.5,2.9,1010.3,1017.9,0,.18,,,10,9,StNs,6,294,,1901,6.1,,,,
146,2020-01-08 15:00,3.9,.2,3.7,270,92,7.4,2.7,1010.9,1018.5,0,.19,,,10,8,StNs,6,359,,1901,5.9,,,,
146,2020-01-08 16:00,4,,3.7,270,90,7.3,2.5,1011.5,1019.1,0,.07,,,10,8,StNs,6,386,,1901,5.3,,,,
146,2020-01-08 17:00,3.8,,3.7,270,92,7.4,2.6,1012.8,1020.5,0,.03,,,10,9,StNs,6,237,,1901,5,,,,
146,2020-01-08 18:00,3.7,0,3.6,250,92,7.3,2.5,1013.7,1021.4,0,0,,,10,8,StNs,6,205,,1901,4.9,,,,
146,2020-01-08 19:00,3.8,,2.4,250,91,7.3,2.4,1014.5,1022.2,,,,,10,8,StNs,5,246,,1901,4.9,,,,
146,2020-01-08 20:00,3.7,,2.8,250,87,6.9,1.7,1015,1022.7,,,,,10,9,StNs,6,437,,1901,4.7,,,,
146,2020-01-08 21:00,3.7,.1,3.3,270,82,6.5,.9,1015.7,1023.4,,,,,10,8,StNs,6,625,,1901,4.4,,,,
146,2020-01-08 22:00,3.7,,2.1,290,76,6.1,-.1,1016,1023.7,,,,,9,9,Sc,8,859,,1901,4.2,,,,
146,2020-01-08 23:00,3.6,,1.3,270,74,5.8,-.6,1016,1023.7,,,,,9,9,,8,885,,19,4.1,,,,
146,2020-01-09 00:00,3.3,0,1.9,320,76,5.9,-.5,1016.1,1023.8,,,,,9,9,,,812,,19,4,,,,
